analysis_bbox_extent_mm,analysis_uniform_scale,family,interior_gate_slice,model_id,normalization_mode,normalization_status,occupancy_gate_pass,p1000_area_fraction,p1000_mask_sha256,p1000_max_abs_winding,p1000_solid_pixels,p500_area_fraction,p500_mask_sha256,p500_max_abs_winding,p500_solid_pixels,p500_upsampled_vs_p1000_area_difference,p500_upsampled_vs_p1000_iou,resolution_gate_pass,run_id,segment_count,slice_gate_pass,slice_index,source_bbox_center_mm,source_bbox_extent_mm,source_geometry_sha256,source_triangle_count,z_active_triangle_count,z_mm
"[40.0, 40.0, 40.0]",1.0,T,False,T8,uniform_bbox_to_expected,already_expected_size,True,0.0,923b0ffd1a22207230ef2d9a76434d8c9aa6bdaa7ad9541abf0bf3b2fe32a987,0,0,0.0,582528b8a9823c04b81c37c43d24fd4578b09432312da884b566eb71dccc38d1,0,0,0.0,1.0,True,IMSTL-006-20260728-002,0,True,0,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",24d0c1b1f1e190fcea3da70ec421968fc7cf58d8dccf367c34e8263db5677933,1485540,600,5e-324
"[40.0, 40.0, 40.0]",1.0,T,True,T8,uniform_bbox_to_expected,already_expected_size,True,0.338566,5b01176005b8f21ef790082c3d1927ee7c957c7dfcfe06280e717c74c1120fa4,21,338566,0.340028,6d7d60808bb61a1ceeb81ed9c6d194664e378e4f2f28a57515d493be1162d358,24,85007,0.004299645911513169,0.983537603072669,True,IMSTL-006-20260728-002,7330,True,1,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",24d0c1b1f1e190fcea3da70ec421968fc7cf58d8dccf367c34e8263db5677933,1485540,7330,0.05
"[40.0, 40.0, 40.0]",1.0,T,True,T8,uniform_bbox_to_expected,already_expected_size,True,0.257418,e3befd5cbba3da648c4f5c7e734adb1bc6c72e93cc1504e3c3a9e19f07a7da90,11,257418,0.257908,08974809e13bcc2503a22728d7c0ce222be6b4f290f2910f92d5a66a957b9340,23,64477,0.0018999022907393334,0.9760796373982867,True,IMSTL-006-20260728-002,5840,True,100,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",24d0c1b1f1e190fcea3da70ec421968fc7cf58d8dccf367c34e8263db5677933,1485540,5840,5.0
"[40.0, 40.0, 40.0]",1.0,T,True,T8,uniform_bbox_to_expected,already_expected_size,True,0.33662,819a8c779ce72ec8e852c3c6f05d6db535ed26e54f2cd67d9f5aec4529136f70,27,336620,0.333448,1e8ea188edf44b0a8925445b3262d030fa7d3db3eb9d9cbf6356e33a12c16ede,28,83362,0.009423088348880043,0.9824555693951758,True,IMSTL-006-20260728-002,7810,True,200,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",24d0c1b1f1e190fcea3da70ec421968fc7cf58d8dccf367c34e8263db5677933,1485540,7810,10.0
"[40.0, 40.0, 40.0]",1.0,T,True,T8,uniform_bbox_to_expected,already_expected_size,True,0.336416,b036d6fee95a00cb873e43b223a1855b7da460e976f870905d8436e61d44081d,24,336416,0.333236,fe8b3cdc5ddb515a35dc2238e57c2ff9964c0cdbb1df195db4fdb72ba18dd6a2,24,83309,0.009452582516883858,0.9821513670632043,True,IMSTL-006-20260728-002,7809,True,400,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",24d0c1b1f1e190fcea3da70ec421968fc7cf58d8dccf367c34e8263db5677933,1485540,7809,20.0
"[40.0, 40.0, 40.0]",1.0,T,True,T8,uniform_bbox_to_expected,already_expected_size,True,0.336424,a517d4b77a3e143a40f7736e2a91046522e9dbd7ae7f0e44128163f48da8502b,22,336424,0.332824,e45cb3cad6617dd7a6464211b49c704bdfbab6e89fff8b533b08317ae61a058e,28,83206,0.01070078234608708,0.9825282235249857,True,IMSTL-006-20260728-002,7830,True,600,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",24d0c1b1f1e190fcea3da70ec421968fc7cf58d8dccf367c34e8263db5677933,1485540,7830,30.0
"[40.0, 40.0, 40.0]",1.0,T,True,T8,uniform_bbox_to_expected,already_expected_size,True,0.260464,5edb7d009e7b28e35db3a011af5b3a9017ce95b213942610980ef5d0c6e2ccd1,28,260464,0.262052,07261b75779cc7bd3860624e70943464c7fcda488d7699233d7f99c7306af0d4,37,65513,0.0060598659807977046,0.9795571989270939,True,IMSTL-006-20260728-002,5039,True,700,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",24d0c1b1f1e190fcea3da70ec421968fc7cf58d8dccf367c34e8263db5677933,1485540,5039,35.0
"[40.0, 40.0, 40.0]",1.0,T,True,T8,uniform_bbox_to_expected,already_expected_size,True,0.33907,0f5e2b12dcf731cffbad46cff4d04958e35d755e6d5dca52a10eb56a15d68250,11,339070,0.340352,ab8ab8a2bd069e06456085d35d8643f3867b11c7a2adbd914fad1b0f50c09553,12,85088,0.0037666886047386236,0.9833027314045848,True,IMSTL-006-20260728-002,7350,True,799,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",24d0c1b1f1e190fcea3da70ec421968fc7cf58d8dccf367c34e8263db5677933,1485540,7350,39.95
"[40.0, 40.0, 40.0]",1.0,T,False,T8,uniform_bbox_to_expected,already_expected_size,True,0.0,923b0ffd1a22207230ef2d9a76434d8c9aa6bdaa7ad9541abf0bf3b2fe32a987,0,0,0.0,582528b8a9823c04b81c37c43d24fd4578b09432312da884b566eb71dccc38d1,0,0,0.0,1.0,True,IMSTL-006-20260728-002,0,True,800,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",24d0c1b1f1e190fcea3da70ec421968fc7cf58d8dccf367c34e8263db5677933,1485540,60,39.99999999999999
"[40.0, 40.0, 40.0]",1.0,T,False,T9,uniform_bbox_to_expected,already_expected_size,True,0.0,923b0ffd1a22207230ef2d9a76434d8c9aa6bdaa7ad9541abf0bf3b2fe32a987,0,0,0.0,582528b8a9823c04b81c37c43d24fd4578b09432312da884b566eb71dccc38d1,0,0,0.0,1.0,True,IMSTL-006-20260728-002,0,True,0,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",76bc0f0bd05dbe549c0fcfd5321a46b9d99ce71631faa4346a0ad2db27c9b429,1485540,600,5e-324
"[40.0, 40.0, 40.0]",1.0,T,True,T9,uniform_bbox_to_expected,already_expected_size,True,0.338463,095a30c055e9e154325196d90137864823a4ad33d0541c5c1305047af129f163,13,338463,0.339924,2c3429aa5898d96493ee696db240e24bfc8cd1a0c42742f8e795bda9d70fdb41,17,84981,0.0042980195573128115,0.9834021378116667,True,IMSTL-006-20260728-002,7330,True,1,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",76bc0f0bd05dbe549c0fcfd5321a46b9d99ce71631faa4346a0ad2db27c9b429,1485540,7330,0.05
"[40.0, 40.0, 40.0]",1.0,T,True,T9,uniform_bbox_to_expected,already_expected_size,True,0.257304,bdb65636d2a543e9ac0fc78450761b7e9bc1216e509dbebdef164b9baa968d6b,14,257304,0.257896,0d24fedd0a4986497e036640bb2255784c26ef694d14c9d99674f228b3b88c38,24,64474,0.0022954989608214163,0.9755737484901356,True,IMSTL-006-20260728-002,5838,True,100,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",76bc0f0bd05dbe549c0fcfd5321a46b9d99ce71631faa4346a0ad2db27c9b429,1485540,5838,5.0
"[40.0, 40.0, 40.0]",1.0,T,True,T9,uniform_bbox_to_expected,already_expected_size,True,0.336578,f00f1e52009d8ef7a89659cf27890ded63a8604c8dc933a0abc1ac76b6aaf801,31,336578,0.33336,46b342bd4bcf617d8d3cd98b2028acd33fa1399d88132fa7e7f2f7f20c9039a8,33,83340,0.009560933869712221,0.9823172770500389,True,IMSTL-006-20260728-002,7610,True,200,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",76bc0f0bd05dbe549c0fcfd5321a46b9d99ce71631faa4346a0ad2db27c9b429,1485540,7610,10.0
"[40.0, 40.0, 40.0]",1.0,T,True,T9,uniform_bbox_to_expected,already_expected_size,True,0.336459,ff1f1c253d80685b9c4ad7e8f846e77d44978490fb80228c31572d00583658ab,14,336459,0.333152,2e2bbd6f97cc6be5258ffa4a56870ac6144b755e7b17506a4bf2d5edddcbf784,14,83288,0.009828835014073037,0.9822881789950769,True,IMSTL-006-20260728-002,7720,True,400,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",76bc0f0bd05dbe549c0fcfd5321a46b9d99ce71631faa4346a0ad2db27c9b429,1485540,7830,20.0
"[40.0, 40.0, 40.0]",1.0,T,True,T9,uniform_bbox_to_expected,already_expected_size,True,0.336396,ee57dd5fe1f209581238710b9d219770d0775cf53f3e375417e67b624ff185f5,22,336396,0.33292,c5c4a8c8e867492c3762f8e15d11521d7dfc817147792fe3644bf74f90132167,27,83230,0.010333059846133724,0.982706167778018,True,IMSTL-006-20260728-002,7830,True,600,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",76bc0f0bd05dbe549c0fcfd5321a46b9d99ce71631faa4346a0ad2db27c9b429,1485540,7830,30.0
"[40.0, 40.0, 40.0]",1.0,T,True,T9,uniform_bbox_to_expected,already_expected_size,True,0.260538,5aebab3cd7bf800691c7aea1d4e8cddb630b68d7e30bf2f02128dee64228e358,21,260538,0.262216,0a89b3c7dda74bc9ff12ac05eba3936e217c3218e81ba7802e12363d55b02609,33,65554,0.006399304390273667,0.9793265608257259,True,IMSTL-006-20260728-002,5460,True,700,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",76bc0f0bd05dbe549c0fcfd5321a46b9d99ce71631faa4346a0ad2db27c9b429,1485540,5460,35.0
"[40.0, 40.0, 40.0]",1.0,T,True,T9,uniform_bbox_to_expected,already_expected_size,True,0.338788,27d60f56cdc244d543c64e426d178cd7384a3f94cd94312d2dd6d2a5402aa664,11,338788,0.339904,995829e1789d722d1a5ddbcfb15684ac1287eaf61fe7ba3ac119d4eb56b2e158,12,84976,0.0032832799849369233,0.9833370836097336,True,IMSTL-006-20260728-002,7350,True,799,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",76bc0f0bd05dbe549c0fcfd5321a46b9d99ce71631faa4346a0ad2db27c9b429,1485540,7350,39.95
"[40.0, 40.0, 40.0]",1.0,T,False,T9,uniform_bbox_to_expected,already_expected_size,True,0.0,923b0ffd1a22207230ef2d9a76434d8c9aa6bdaa7ad9541abf0bf3b2fe32a987,0,0,0.0,582528b8a9823c04b81c37c43d24fd4578b09432312da884b566eb71dccc38d1,0,0,0.0,1.0,True,IMSTL-006-20260728-002,0,True,800,"[20.0, 20.0, 20.0]","[40.0, 40.0, 40.0]",76bc0f0bd05dbe549c0fcfd5321a46b9d99ce71631faa4346a0ad2db27c9b429,1485540,600,39.99999999999999
